Publisher,Journal Title,eISSN,eISSN Link,Journal Website,Open Access Options,Embargo & Sharing Policy,APC Information,Notes
Association of Computing Machinery (ACM),APBC: Asia-Pacific Bioinformatics Conference,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),APCCM: Asia-Pacific Conference on Conceptual Modeling,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),APCHIUX: Asia Pacific Symposium of HCI and UX Design,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),APCORISE: Asia Pacific Conference on Research in Industrial and Systems Engineering,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),APGV: Applied Perception in Graphics & Visualization,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),APIT: Asia Pacific Information Technology Conference,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),APL: International conference on APL,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),APPIS: Applications of Intelligent Systems,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),Applicative: Applicative,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),APSys: Asia Pacific Workshop on Systems,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),APVis: Asia-Pacific Symposium on Information Visualisation,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),ArabWIC: Annual International Conference Research,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),"ARES: Availability, Reliability and Security",,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),ARMOR: Approaches to Mobiquitous Resilience,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),ARTE: Annotating and Reasoning about Time and Events,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),ARTECH: Digital Arts,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),AS: Automatic Summarization,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),ASBD: Architectures and Systems for Big Data,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),ASE: Automated Software Engineering,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),ASE BigData: Academy for Science and Engineering BigData,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),ASIA CCS: ACM Asia Conference on Computer and Communications Security,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),Asian CHI: Asian CHI Symposium,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),AsianPLoP: Asian Conference on Pattern Languages of Programs,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),ASIST: ASIST,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),ASPDAC: Asia and South Pacific Design Automation Conference,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),ASPLOS: Architectural Support for Programming Languages and Operating Systems,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),ASSC: Australian System Safety Conference,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),ASSE: Asia Service Sciences and Software Engineering,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),ASSESSEVALNLP: Assessment and Evaluation in Natural Language Processing,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),ASSETS: ACM SIGACCESS Conference on Computers and Accessibility,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),ASWEC: Australasian Software Engineering Conference,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),ATACCS: Application and Theory of Automation in Command and Control Systems,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),ATANLP: Applications of Tree Automata in Natural Language Processing,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),ATIP: Accelerator Technologies for High Performance Computing,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),AUIC: User Interface,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),AUPC: Agent-Oriented Software Engineering Challenges for Ubiquitous and Pervasive Computing,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),AUS-CE: Australian Computing Education,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),AUS-CSC: Australasian Conference on Computer Science,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),AUS-CSW: Australasian Computer Science Week,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),AusDM: Australasian Data Mining,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),AusGrid: Grid Computing and e-Research,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),AusPDC: Australasian Symposium on Parallel and Distributed Computing,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),AutomotiveUI: Automotive User Interfaces and Interactive Vehicular Applications,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),Autonomics: Autonomic Computing and Communication Systems,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),AVI: Advanced Visual Interfaces,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),AWC: Australasian Web Conference,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),"AWICT: Advanced Wireless Information, Data, and Communication Technologies",,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),Baltic Sea: Baltic Sea Conference on Computing Education Research,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),"BCB: Bioinformatics, Computational Biology and Biomedicine",,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),BCI: Balkan Conference in Informatics,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),BCS-HCI: British Computer Society Conference on Human-Computer Interaction,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),BDAW: Big Data and Advanced Wireless Technologies,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),"BDCA: Big Data, Cloud and Applications",,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),"BDCAT: Big Data Computing, Applications and Technologies",,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),BDC: Big Data Computing,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
Association of Computing Machinery (ACM),BDE: Big Data Engineering,,,,https://www.acm.org/publications/openaccess,https://www.acm.org/publications/policies/publication-rights-and-licensing-policy,https://www.acm.org/publications/openaccess,ACM moved to fully open access on 2026-01-01 under the ACM Open model; APCs apply to authors at non-participating institutions. There is effectively no green-OA embargo (immediate OA). Policies are publisher-level (ACM does not publish per-journal policy pages); journal home pages are on the ACM Digital Library (dl.acm.org). Conference-proceedings series; no journal eISSN - see ACM Digital Library.
